date,state,county,production,birds
2023-10-24,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,100000
2023-10-25,Minnesota,Brown,WOAH Non-Poultry,0
2023-10-25,Minnesota,Meeker,Commercial Turkey Meat Bird,0
2023-10-25,Minnesota,Pine,WOAH Non-Poultry,0
2023-10-25,Oregon,Union,WOAH Non-Poultry,0
2023-10-25,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2023-10-25,South Dakota,Clark,Commercial Turkey Meat Bird,0
2023-10-25,South Dakota,Hanson,Commercial Turkey Meat Bird,0
2023-10-26,California,Merced,Commercial Turkey Meat Bird,0
2023-10-27,Alabama,Chilton,Commercial Upland Gamebird Producer,300000
2023-10-27,Washington,Kittitas,WOAH Poultry,0
2023-10-28,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
2023-10-28,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
2023-10-31,Arkansas,Madison,Commercial Broiler Breeder Pullets,0
2023-10-31,Minnesota,Meeker,Commercial Turkey Meat Bird,0
2023-10-31,Oklahoma,Wagoner,WOAH Non-Poultry,0
2023-10-31,South Dakota,Beadle,Commercial Turkey Meat Bird,0
2023-10-31,Tennessee,Lincoln,WOAH Non-Poultry,0
2023-11-01,Iowa,Buena Vista,Commercial Turkey Meat Bird,0
2023-11-02,Alabama,Marshall,Commercial Broiler Breeder Pullets,0
2023-11-02,Oklahoma,Grady,WOAH Non-Poultry,0
2023-11-03,Iowa,Clay,WOAH Poultry,0
2023-11-03,Iowa,Clay,WOAH Poultry,0
2023-11-03,Minnesota,Wright,Commercial Table Egg Layer,900000
2023-11-03,South Dakota,Mcpherson,Commercial Turkey Breeder Hens,0
2023-11-06,Iowa,Clay,WOAH Poultry,0
2023-11-06,Iowa,Hamilton,Commercial Breeder (Multiple Bird Species),0
2023-11-06,Missouri,Benton,Commercial Broiler Breeder,0
2023-11-07,Minnesota,Stearns,Commercial Turkey Meat Bird,100000
2023-11-08,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
2023-11-08,Iowa,Kossuth,WOAH Poultry,0
2023-11-08,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
2023-11-08,South Dakota,Clark,Commercial Upland Gamebird Producer,0
2023-11-08,Utah,Utah,WOAH Non-Poultry,0
2023-11-09,Minnesota,Redwood,Commercial Turkey Meat Bird,0
2023-11-09,Minnesota,Steele,Commercial Turkey Meat Bird,0
2023-11-09,Montana,Sweet Grass,WOAH Non-Poultry,0
2023-11-09,Montana,Wheatland,WOAH Poultry,0
2023-11-09,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
2023-11-09,South Dakota,Roberts,Commercial Turkey Meat Bird,100000
2023-11-13,Colorado,Montrose,WOAH Non-Poultry,0
2023-11-13,Idaho,Bonneville,WOAH Non-Poultry,0
2023-11-13,North Dakota,Mcintosh,WOAH Non-Poultry,0
2023-11-14,Iowa,Cerro Gordo,WOAH Non-Poultry,0
2023-11-14,Iowa,Jones,WOAH Non-Poultry,0
2023-11-14,Iowa,Kossuth,WOAH Poultry,0
2023-11-14,Iowa,Taylor,Commercial Table Egg Layer,1100000
2023-11-14,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
2023-11-14,Minnesota,Redwood,Commercial Turkey Meat Bird,0
2023-11-14,Missouri,Jasper,Commercial Turkey Meat Bird,0
2023-11-14,Montana,Missoula,WOAH Non-Poultry,0
2023-11-14,Oregon,Deschutes,WOAH Non-Poultry,0
2023-11-14,Oregon,Marion,WOAH Non-Poultry,0
2023-11-14,Texas,Ellis,WOAH Non-Poultry,0
2023-11-15,Michigan,Cass,WOAH Non-Poultry,0
2023-11-15,North Dakota,Lamoure,Commercial Turkey Meat Bird,0
2023-11-15,North Dakota,Mcintosh,WOAH Poultry,0
2023-11-15,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,0
2023-11-16,Florida,Duval,WOAH Non-Poultry,0
2023-11-16,Iowa,Benton,WOAH Non-Poultry,0
2023-11-16,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2023-11-16,Oregon,Linn,Commercial Broiler Production,600000
2023-11-16,Oregon,Marion,Commercial Broiler Production,100000
2023-11-17,South Dakota,Fall River,WOAH Non-Poultry,0
2023-11-20,California,Fresno,Commercial Duck Breeder,0
2023-11-20,Minnesota,Swift,Commercial Turkey Meat Bird,100000
2023-11-20,New Mexico,San Juan,WOAH Non-Poultry,0
2023-11-20,South Dakota,Day,WOAH Poultry,0
2023-11-20,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,0
2023-11-20,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
2023-11-20,South Dakota,Edmunds,Commercial Turkey Meat Bird,0
2023-11-20,South Dakota,Walworth,WOAH Non-Poultry,0
2023-11-20,Wisconsin,Taylor,WOAH Non-Poultry,0
2023-11-21,Florida,Broward,WOAH Non-Poultry,0
2023-11-21,Georgia,Sumter,Commercial Raised for Release Waterfowl,0
2023-11-21,Maryland,Caroline,Commercial Broiler Production,200000
2023-11-21,Minnesota,Big Stone,Commercial Turkey Meat Bird,100000
2023-11-21,Minnesota,Brown,Commercial Turkey Breeder Hens,0
2023-11-21,Minnesota,Kandiyohi,Commercial Breeder Operation,0
2023-11-21,Ohio,Union,Commercial Table Egg Layer,1300000
2023-11-21,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2023-11-21,South Dakota,Clark,Commercial Turkey Meat Bird,0
2023-11-21,South Dakota,Clark,Commercial Turkey Meat Bird,100000
2023-11-21,South Dakota,Kingsbury,Commercial Turkey Meat Bird,0
2023-11-21,Texas,Grimes,WOAH Non-Poultry,0
2023-11-22,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
2023-11-22,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2023-11-22,South Dakota,Brule,Commercial Turkey Meat Bird,0
2023-11-22,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,100000
2023-11-24,Minnesota,Freeborn,WOAH Non-Poultry,0
2023-11-24,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
2023-11-24,Minnesota,Otter Tail,Commercial Breeder Operation,0
2023-11-24,Oregon,Clackamas,WOAH Non-Poultry,0
2023-11-27,California,Sonoma,Commercial Duck Breeder,200000
2023-11-27,Minnesota,Brown,Commercial Turkey Breeder Hens,0
2023-11-28,Iowa,Sioux,Commercial Table Egg Layer,1600000
2023-11-28,Nebraska,Colfax,WOAH Non-Poultry,0
2023-11-28,North Dakota,Dickey,Commercial Turkey Meat Bird,100000
2023-11-28,North Dakota,Emmons,WOAH Non-Poultry,0
2023-11-28,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
2023-11-28,South Dakota,Yankton,Commercial Turkey Meat Bird,0
2023-11-28,Washington,Pierce,WOAH Non-Poultry,0
2023-11-28,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,0
2023-11-28,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,0
2023-11-29,Arkansas,Carroll,Commercial Broiler Production,100000
2023-11-29,Colorado,Morgan,WOAH Non-Poultry,0
2023-11-29,Iowa,Woodbury,WOAH Non-Poultry,0
2023-11-29,Minnesota,Becker,Commercial Turkey Breeder Hens,0
2023-11-29,Minnesota,Douglas,Commercial Turkey Meat Bird,0
2023-11-29,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
2023-11-29,North Dakota,Dickey,WOAH Poultry,0
2023-11-30,California,San Benito,Commercial Duck Breeder,0
2023-11-30,California,Sonoma,Commercial Table Egg Layer,100000
2023-11-30,Colorado,Bent,WOAH Poultry,0
2023-11-30,Montana,Lewis And Clark,WOAH Non-Poultry,0
2023-11-30,South Dakota,Minnehaha,WOAH Non-Poultry,0
2023-12-01,Idaho,Canyon,WOAH Non-Poultry,0
2023-12-01,Iowa,Woodbury,WOAH Non-Poultry,0
2023-12-01,Michigan,Bay,WOAH Non-Poultry,0
2023-12-01,Ohio,Darke,Commercial Turkey Meat Bird,0
2023-12-04,Arkansas,Johnson,Commercial Broiler Production,100000
2023-12-04,Kansas,Pottawatomie,WOAH Non-Poultry,0
2023-12-04,South Dakota,Mcpherson,Commercial Turkey Meat Bird,0
2023-12-04,Wisconsin,Barron,Commercial Turkey Meat Bird,100000
2023-12-05,California,Stanislaus,Commercial Broiler Production,300000
2023-12-05,California,Stanislaus,Commercial Broiler Production,200000
2023-12-05,Kansas,Shawnee,WOAH Non-Poultry,0
2023-12-05,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
2023-12-05,South Dakota,Kingsbury,WOAH Non-Poultry,0
2023-12-05,South Dakota,Spink,Commercial Turkey Meat Bird,0
2023-12-06,California,Sonoma,Commercial Table Egg Layer,200000
2023-12-06,Minnesota,Becker,Commercial Breeder Operation,0
2023-12-06,Minnesota,Todd,Commercial Turkey Meat Bird,100000
2023-12-06,South Dakota,Bon Homme,Commercial Turkey Meat Bird,0
2023-12-06,South Dakota,Hamlin,Commercial Turkey Meat Bird,100000
2023-12-07,Arkansas,Carroll,Commercial Turkey Meat Bird,0
2023-12-07,California,Sonoma,Commercial Duck Meat Bird,0
2023-12-07,California,Stanislaus,Commercial Broiler Production,300000
2023-12-07,Michigan,Montmorency,WOAH Poultry,0
2023-12-07,Ohio,Darke,Commercial Turkey Meat Bird,0
2023-12-07,Ohio,Hardin,Commercial Table Egg Layer,2600000
2023-12-07,Vermont,Orleans,WOAH Non-Poultry,0
2023-12-08,Iowa,Mills,WOAH Non-Poultry,0
2023-12-08,Kansas,Barton,WOAH Non-Poultry,0
2023-12-08,South Dakota,Charles Mix,Commercial Turkey Meat Bird,0
2023-12-08,Wisconsin,Barron,Commercial Turkey Meat Bird,100000
2023-12-11,Minnesota,Olmsted,Commercial Turkey Breeder Hens,0
2023-12-12,Alabama,Etowah,WOAH Non-Poultry,0
2023-12-12,Missouri,St. Louis,WOAH Non-Poultry,0
2023-12-12,New York,Dutchess,WOAH Poultry,0
2023-12-12,South Dakota,Lake,Commercial Turkey Meat Bird,100000
2023-12-13,California,Merced,Commercial Table Egg Layer,1400000
2023-12-13,California,Merced,Commercial Broiler Production,200000
2023-12-13,California,San Joaquin,Commercial Duck Breeder,0
2023-12-13,Colorado,Weld,WOAH Non-Poultry,0
2023-12-13,Kansas,Mcpherson,WOAH Poultry,0
2023-12-13,Kansas,Rice,Commercial Table Egg Layer,700000
2023-12-14,Arkansas,Scott,WOAH Non-Poultry,0
2023-12-14,Ohio,Darke,Commercial Table Egg Layer,500000
2023-12-14,Oregon,Clatsop,WOAH Non-Poultry,0
2023-12-15,Idaho,Latah,WOAH Poultry,0
2023-12-15,Minnesota,Waseca,WOAH Non-Poultry,0
2023-12-18,California,Sonoma,WOAH Poultry,0
2023-12-18,California,Sonoma,Commercial Table Egg Layer,500000
2023-12-18,Kansas,Rice,WOAH Non-Poultry,0
2023-12-18,South Dakota,Edmunds,Commercial Upland Gamebird Producer,0
2023-12-19,California,Lassen,WOAH Non-Poultry,0
2023-12-19,California,Sonoma,Commercial Duck Meat Bird,0
2023-12-19,Kansas,Barton,WOAH Non-Poultry,0
2023-12-19,Kansas,Mcpherson,WOAH Poultry,0
2023-12-19,Kansas,Rice,Commercial Table Egg Layer,800000
2023-12-19,Michigan,Muskegon,Commercial Turkey Meat Bird,0
2023-12-19,Washington,King,WOAH Poultry,0
2023-12-20,California,Merced,Commercial Table Egg Layer,200000
2023-12-20,California,Merced,Commercial Turkey Meat Bird,100000
2023-12-20,Iowa,Mahaska,WOAH Non-Poultry,0
2023-12-20,Oregon,Benton,WOAH Non-Poultry,0
2023-12-20,South Dakota,Charles Mix,Commercial Upland Gamebird Producer,0
2023-12-21,Nebraska,Dodge,WOAH Non-Poultry,0
2023-12-21,South Dakota,Edmunds,Commercial Upland Gamebird Producer,0
2023-12-26,California,Merced,Commercial Table Egg Layer,700000
2023-12-27,Michigan,Muskegon,Commercial Turkey Meat Bird,0
2023-12-27,Minnesota,Todd,Commercial Turkey Meat Bird,100000
2023-12-27,Ohio,Hardin,Commercial Table Egg Pullets,1400000
2023-12-27,Oklahoma,Garfield,WOAH Non-Poultry,0
2023-12-27,Pennsylvania,Northumberland,Commercial Raised for Release Upland Game Bird,100000
2023-12-28,California,Marin,Commercial Table Egg Pullets,200000
2023-12-28,California,Sonoma,Commercial Table Egg Layer,100000
2023-12-28,California,Sonoma,Commercial Table Egg Layer,0
2023-12-28,Missouri,Audrain,WOAH Poultry,0
2023-12-28,Montana,Missoula,WOAH Non-Poultry,0
2023-12-29,North Dakota,Mcintosh,WOAH Non-Poultry,0
2023-12-29,Texas,Carson,WOAH Non-Poultry,0
2023-12-30,South Dakota,Edmunds,Commercial Upland Gamebird Producer,0
2024-01-03,California,Merced,Commercial Table Egg Layer,800000
2024-01-03,California,Merced,Commercial Broiler Production,500000
2024-01-03,California,Sonoma,Commercial Broiler Production,100000
2024-01-04,Kansas,Rice,Commercial Table Egg Pullets,200000
2024-01-05,Wisconsin,Washburn,Commercial Turkey Meat Bird,0
2024-01-08,California,Merced,WOAH Non-Poultry,0
2024-01-08,California,Sacramento,WOAH Non-Poultry,0
2024-01-08,Colorado,Arapahoe,WOAH Non-Poultry,0
2024-01-10,Kansas,Mitchell,Commercial Upland Gamebird Producer,0
2024-01-10,Kansas,Mitchell,Commercial Upland Gamebird Producer,0
2024-01-10,Maine,York,WOAH Non-Poultry,0
2024-01-10,Minnesota,Sherburne,WOAH Non-Poultry,0
2024-01-11,Kansas,Mitchell,Commercial Raised for Release Upland Game Bird,0
2024-01-16,Kansas,Mitchell,WOAH Poultry,0
2024-01-16,Massachusetts,Barnstable,WOAH Non-Poultry,0
2024-01-16,Montana,Cascade,WOAH Non-Poultry,0
2024-01-16,South Dakota,Spink,Commercial Raised for Release Upland Game Bird,0
2024-01-17,South Carolina,Horry,WOAH Non-Poultry,0
2024-01-18,California,Merced,Commercial Table Egg Pullets,300000
2024-01-22,Kansas,Mitchell,Commercial Upland Gamebird Producer,0
2024-01-22,South Carolina,Orangeburg,WOAH Non-Poultry,0
2024-01-23,South Dakota,Edmunds,Commercial Upland Gamebird Producer,0
2024-01-25,Indiana,Daviess,Commercial Turkey Meat Bird,0
2024-01-25,Maine,Kennebec,WOAH Non-Poultry,0
2024-01-26,Florida,De Soto,WOAH Non-Poultry,0
2024-01-31,California,Placer,WOAH Non-Poultry,0
2024-02-06,Massachusetts,Essex,WOAH Non-Poultry,0
2024-02-06,Nebraska,Gage,Commercial Broiler Production,100000
2024-02-06,Pennsylvania,Wayne,WOAH Non-Poultry,0
2024-02-08,Colorado,Delta,Commercial Broiler Breeder,100000
2024-02-08,Florida,Miami-dade,Live Bird Market,0
2024-02-08,Idaho,Owyhee,WOAH Non-Poultry,0
2024-02-09,North Carolina,Lenoir,Commercial Turkey Meat Bird,0
2024-02-12,Idaho,Twin Falls,WOAH Non-Poultry,0
2024-02-12,Pennsylvania,Schuylkill,WOAH Non-Poultry,0
2024-02-16,West Virginia,Kanawha,WOAH Non-Poultry,0
2024-02-20,North Carolina,Duplin,Commercial Turkey Meat Bird,0
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,0
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,0
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,0
2024-02-21,Ohio,Franklin,WOAH Non-Poultry,0
2024-02-22,Maryland,Charles,WOAH Non-Poultry,0
2024-02-23,Indiana,Allen,WOAH Non-Poultry,0
2024-02-23,Missouri,Dallas,WOAH Poultry,0
2024-02-23,New York,Onondaga,WOAH Non-Poultry,0
2024-02-26,New York,Monroe,WOAH Non-Poultry,0
2024-02-27,Minnesota,Stevens,WOAH Non-Poultry,0
2024-02-27,Ohio,Mahoning,WOAH Non-Poultry,0
2024-03-07,Massachusetts,Essex,WOAH Poultry,0
2024-03-11,Minnesota,Clay,WOAH Non-Poultry,0
2024-03-11,Texas,Moore,WOAH Non-Poultry,0
2024-03-12,South Dakota,Hutchinson,Commercial Turkey Meat Bird,0
2024-03-14,Oregon,Klamath,WOAH Non-Poultry,0
2024-03-18,Maine,Knox,WOAH Non-Poultry,0
2024-03-20,Texas,Deaf Smith,WOAH Non-Poultry,0
2024-03-28,North Carolina,Guilford,WOAH Non-Poultry,0
2024-04-02,Michigan,Ionia,Commercial Table Egg Layer,1900000
2024-04-02,Texas,Parmer,Commercial Table Egg Layer,1900000
2024-04-09,Michigan,Ionia,Commercial Table Egg Layer,2100000
2024-04-10,Kansas,Grant,WOAH Poultry,0
2024-04-11,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
2024-04-12,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),100000
2024-04-15,Florida,Miami-dade,Live Bird Market,0
2024-04-15,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),0
2024-04-16,Michigan,Ionia,Commercial Table Egg Layer,2400000
2024-04-17,Michigan,Newaygo,Commercial Turkey Meat Bird,100000
2024-04-17,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),100000
2024-04-24,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2024-04-25,Idaho,Cassia,WOAH Non-Poultry,0
2024-04-26,Michigan,Gratiot,Commercial Turkey Meat Bird,0
2024-04-30,Florida,Clay,WOAH Non-Poultry,0
2024-05-02,Michigan,Gratiot,Commercial Turkey Meat Bird,0
2024-05-02,Minnesota,Dodge,Commercial Breeder Operation,0
2024-05-06,Idaho,Cassia,WOAH Non-Poultry,0
2024-05-09,California,San Francisco,Live Bird Market,0
2024-05-10,Idaho,Jerome,WOAH Poultry,0
2024-05-10,Idaho,Jerome,WOAH Non-Poultry,0
2024-05-10,Michigan,Ionia,WOAH Non-Poultry,0
2024-05-20,Idaho,Jerome,WOAH Poultry,0
2024-05-21,Minnesota,Meeker,Commercial Table Egg Layer,1400000
2024-05-21,Minnesota,Morrison,Commercial Turkey Meat Bird,100000
2024-05-21,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-05-21,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-05-21,Minnesota,Stearns,Commercial Turkey Breeder Hens,0
2024-05-28,Iowa,Sioux,Commercial Table Egg Layer,4300000
2024-05-29,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-05-31,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-05-31,South Carolina,Richland,WOAH Non-Poultry,0
2024-06-03,Iowa,Cherokee,Commercial Turkey Meat Bird,100000
2024-06-10,Idaho,Jerome,WOAH Non-Poultry,0
2024-06-12,Minnesota,Lyon,Commercial Turkey Meat Bird,100000
2024-06-13,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-06-18,Minnesota,Pipestone,Commercial Turkey Meat Bird,100000
2024-06-18,Minnesota,Swift,Commercial Turkey Meat Bird,100000
2024-06-21,Iowa,Sac,Commercial Turkey Meat Bird,0
2024-06-24,Minnesota,Stearns,WOAH Non-Poultry,0
2024-06-26,Colorado,Larimer,WOAH Non-Poultry,0
2024-06-27,Colorado,Morgan,WOAH Non-Poultry,0
2024-06-27,Minnesota,Otter Tail,Commercial Turkey Meat Bird,100000
2024-06-27,Minnesota,Swift,Commercial Turkey Meat Bird,0
2024-07-08,Colorado,Weld,Commercial Table Egg Layer,1800000
2024-07-09,Minnesota,Kandiyohi,Commercial Turkey Breeder Toms,0
2024-07-09,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
2024-07-09,Minnesota,Renville,Commercial Turkey Breeder Hens,0
2024-07-11,Idaho,Twin Falls,WOAH Non-Poultry,0
2024-07-16,Colorado,Weld,Commercial Table Egg Layer,1300000
2024-07-19,Colorado,Weld,Commercial Table Egg Pullets,300000
2024-07-19,Florida,Miami-dade,Live Bird Market,0
2024-07-19,Florida,Miami-dade,Live Bird Market,0
2024-07-19,Florida,Miami-dade,Live Bird Market,0
2024-07-24,Florida,Hendry,WOAH Non-Poultry,0
2024-08-05,Florida,Miami-dade,WOAH Poultry,0
2024-08-20,Florida,Hillsborough,Live Bird Market,0
2024-09-18,California,Merced,Commercial Turkey Meat Bird,100000
2024-09-18,Florida,Orange,Live Bird Market,0
2024-09-27,Idaho,Lincoln,WOAH Poultry,0
2024-10-03,Idaho,Canyon,WOAH Poultry,0
2024-10-07,Florida,Miami-dade,Live Bird Sales  (non-slaughter),0
2024-10-15,Utah,Cache,Commercial Table Egg Layer,1900000
2024-10-15,Washington,Franklin,Commercial Table Egg Layer,800000
2024-10-16,California,Tulare,Commercial Broiler Production,800000
2024-10-17,Washington,Kitsap,WOAH Non-Poultry,0
2024-10-23,Oregon,Clackamas,Commercial Table Egg Layer,200000
2024-10-24,California,Tulare,Commercial Broiler Production,0
2024-10-25,Oregon,Crook,WOAH Non-Poultry,0
2024-10-25,Washington,Lewis,WOAH Non-Poultry,0
2024-10-29,California,Kings,Commercial Broiler Production,100000
2024-10-29,California,Kings,Commercial Broiler Production,300000
2024-10-29,California,Tulare,WOAH Non-Poultry,0
2024-10-30,California,Fresno,Commercial Broiler Production,200000
2024-10-30,California,Kings,Commercial Broiler Production,100000
2024-10-30,Pennsylvania,Venango,WOAH Non-Poultry,0
2024-11-01,Montana,Flathead,WOAH Non-Poultry,0
2024-11-01,Oregon,Jackson,WOAH Non-Poultry,0
2024-11-01,Washington,Okanogan,WOAH Non-Poultry,0
2024-11-01,Washington,Stevens,WOAH Non-Poultry,0
2024-11-02,California,Sacramento,Commercial Turkey Meat Bird,0
2024-11-02,California,Sonoma,WOAH Non-Poultry,0
2024-11-07,Washington,Snohomish,WOAH Non-Poultry,0
2024-11-12,California,Fresno,Commercial Broiler Production,200000
2024-11-12,California,Fresno,Commercial Turkey Meat Bird,0
2024-11-12,California,Kern,Commercial Table Egg Layer,2200000
2024-11-12,California,Tulare,WOAH Non-Poultry,0
2024-11-12,Montana,Missoula,WOAH Poultry,0
2024-11-12,Utah,Piute,Commercial Turkey Meat Bird,0
2024-11-13,Arizona,Pinal,Commercial Table Egg Layer,800000
2024-11-13,Oregon,Malheur,WOAH Non-Poultry,0
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,0
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,0
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,0
2024-11-14,California,Fresno,Commercial Broiler Production,300000
2024-11-14,California,Kings,Commercial Broiler Production,300000
2024-11-14,California,Kings,Commercial Broiler Production,100000
2024-11-14,California,Kings,WOAH Non-Poultry,0
2024-11-14,California,Merced,Commercial Turkey Meat Bird,100000
2024-11-14,California,San Joaquin,Commercial Broiler Production,0
2024-11-14,Colorado,Weld,WOAH Non-Poultry,0
2024-11-15,California,Stanislaus,Commercial Turkey Meat Bird,0
2024-11-15,Hawaii,Honolulu,WOAH Non-Poultry,0
2024-11-15,Utah,Piute,Commercial Turkey Meat Bird,0
2024-11-18,Hawaii,Honolulu,WOAH Non-Poultry,0
2024-11-18,Minnesota,Martin,WOAH Non-Poultry,0
2024-11-18,Minnesota,Martin,WOAH Non-Poultry,0
2024-11-19,California,Fresno,Commercial Broiler Production,200000
2024-11-19,California,Merced,Commercial Turkey Meat Bird,0
2024-11-19,Illinois,Henry,WOAH Poultry,0
2024-11-19,South Dakota,Lake,WOAH Non-Poultry,0
2024-11-19,Washington,Whatcom,WOAH Non-Poultry,0
2024-11-20,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
2024-11-20,California,Kern,Commercial Table Egg Layer,1000000
2024-11-20,California,Marin,Commercial Duck Meat Bird,0
2024-11-21,Arizona,Maricopa,WOAH Non-Poultry,0
2024-11-21,California,Madera,WOAH Non-Poultry,0
2024-11-21,California,Tulare,Commercial Duck Meat Bird,100000
2024-11-21,Idaho,Lemhi,WOAH Non-Poultry,0
2024-11-21,Oklahoma,Roger Mills,WOAH Non-Poultry,0
2024-11-21,Utah,Piute,Commercial Turkey Meat Bird,0
2024-11-21,Utah,Salt Lake,WOAH Non-Poultry,0
2024-11-22,California,Merced,Commercial Table Egg Pullets,500000
2024-11-22,North Dakota,Mchenry,WOAH Poultry,0
2024-11-25,Minnesota,Meeker,Commercial Turkey Meat Bird,0
2024-11-26,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
2024-11-27,Minnesota,Meeker,Commercial Turkey Meat Bird,0
2024-11-27,North Dakota,Ransom,Commercial Turkey Meat Bird,100000
2024-11-27,Oregon,Union,WOAH Non-Poultry,0
2024-11-27,South Dakota,Beadle,Commercial Turkey Meat Bird,0
2024-11-27,South Dakota,Faulk,Commercial Turkey Meat Bird,100000
2024-11-27,Utah,Sanpete,Commercial Turkey Meat Bird,100000
2024-11-29,California,Fresno,Commercial Duck Breeder,0
2024-11-29,California,Fresno,Commercial Broiler Production,300000
2024-11-29,California,Merced,Commercial Turkey Meat Bird,0
2024-11-29,California,Tulare,Commercial Duck Breeder,0
2024-11-29,Minnesota,Meeker,Commercial Turkey Meat Bird,200000
2024-11-29,Tennessee,Gibson,Commercial Broiler Breeder,0
2024-12-02,North Dakota,Bottineau,WOAH Poultry,0
2024-12-03,California,Fresno,Commercial Broiler Production,200000
2024-12-03,Kansas,Douglas,WOAH Non-Poultry,0
2024-12-03,Oklahoma,Adair,Commercial Broiler Breeder,100000
2024-12-03,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
2024-12-03,South Dakota,Spink,Commercial Turkey Meat Bird,0
2024-12-03,Utah,Utah,WOAH Non-Poultry,0
2024-12-04,California,Riverside,WOAH Non-Poultry,0
2024-12-04,California,Sacramento,Commercial Turkey Meat Bird,100000
2024-12-04,California,Stanislaus,Commercial Turkey Meat Bird,0
2024-12-04,California,Stanislaus,Commercial Table Egg Layer,700000
2024-12-04,California,Stanislaus,Commercial Turkey Meat Bird,100000
2024-12-04,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
2024-12-05,California,Merced,Commercial Table Egg Layer,1700000
2024-12-05,California,Merced,Commercial Table Egg Layer,800000
2024-12-05,California,Merced,Commercial Table Egg Layer,300000
2024-12-05,California,San Joaquin,Commercial Duck Meat Bird,0
2024-12-06,California,Stanislaus,WOAH Poultry,0
2024-12-06,Colorado,Pitkin,WOAH Non-Poultry,0
2024-12-06,Iowa,Sioux,Commercial Table Egg Layer,4200000
2024-12-06,Nebraska,Nemaha,Commercial Turkey Breeder Hens,0
2024-12-06,Wyoming,Washakie,WOAH Non-Poultry,0
2024-12-09,Arkansas,Lafayette,WOAH Non-Poultry,0
2024-12-09,California,Kern,WOAH Poultry,0
2024-12-09,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2024-12-09,South Dakota,Hutchinson,Commercial Turkey Meat Bird,0
2024-12-10,California,Stanislaus,Commercial Duck Breeder,100000
2024-12-10,California,Tulare,Commercial Broiler Production,300000
2024-12-10,Colorado,La Plata,WOAH Non-Poultry,0
2024-12-10,Idaho,Franklin,WOAH Non-Poultry,0
2024-12-10,Idaho,Jefferson,WOAH Non-Poultry,0
2024-12-10,Kansas,Jewell,WOAH Non-Poultry,0
2024-12-10,Missouri,Cedar,WOAH Non-Poultry,0
2024-12-10,Missouri,Daviess,WOAH Poultry,0
2024-12-10,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2024-12-10,South Dakota,Charles Mix,Commercial Turkey Meat Bird,0
2024-12-10,South Dakota,Moody,Commercial Turkey Meat Bird,0
2024-12-11,Iowa,Palo Alto,Commercial Turkey Meat Bird,0
2024-12-11,Iowa,Sioux,Commercial Table Egg Layer,1600000
2024-12-11,Nebraska,Dodge,WOAH Non-Poultry,0
2024-12-11,Oklahoma,Adair,WOAH Poultry,0
2024-12-11,South Dakota,Brule,Commercial Turkey Meat Bird,100000
2024-12-12,Arkansas,Craighead,WOAH Non-Poultry,0
2024-12-12,Arkansas,Pope,WOAH Non-Poultry,0
